"","species","report","mean","loHPDI","hiHDPI"
"2355","Goose - Canada",2,2.09951954,1.35722,2.84594
"2356","Goose - Snow",45,45.1820428,31.8208,59.4114
"2357","Char - Arctic",12,12.1110575,7.27913,16.4419
"2358","Seal - Ringed",1,1.046477576,0.652515,1.3699
"2359","Trout - Lake",15,15.20931296,9.56899,20.0282
"2360","Char - Arctic",1,1.054935602,0.700414,1.40882
"2361","Char - Arctic",9,9.19550656,6.21257,12.1373
"2362","Trout - Lake",20,20.2626996,13.2797,27.1647
"2363","Char - Arctic",50,50.5781758,33.9244,66.1052
"2364","Char - Arctic",6,6.13895754,4.23525,7.8825
"2365","Trout - Lake",15,15.19754042,10.0691,19.6897
"2366","Muskox",-1,1.95737031,0.455913,3.50556
"2367","Char - Arctic",3,3.10005472,2.11677,4.38502
"2368","Trout - Lake",10,10.1297594,6.96462,13.6872
"2369","Char - Arctic",20,20.2239504,13.8588,27.5619
"2370","Trout - Lake",8,8.17248778,5.38432,10.5724
"2371","Char - Arctic",7,7.13440406,4.98281,9.59946
"2372","Char - Land Locked",53,53.3206834,34.7899,70.3522
"2373","Char - Arctic",50,49.4759816,34.0676,66.2795
"2374","Trout - Lake",20,20.2206508,14.4327,27.2954
"2375","Caribou - Union Dolphin",4,3.9588584,2.5814,5.28941
"2376","Trout - Lake",7,7.10686616,4.73248,9.40414
"2377","Char - Land Locked",3,3.08641376,2.12548,4.10662
"2378","Hare - Arctic",1,1.056591036,0.691095,1.38408
"2379","Ptarmigan - Rock",6,6.2113042,4.19918,8.454
"2380","Ptarmigan - Rock",3,3.14322014,2.0272,4.22085
"2381","Trout - Lake",4,4.12909982,2.70041,5.3141
"2382","Muskox",2,2.00876314,1.34251,2.58882
"2383","Caribou - Peary",1,1.057087998,0.64895,1.38288
"2384","Ptarmigan - Rock",4,4.09732362,2.65661,5.49474
"2385","Hare - Arctic",1,1.047164584,0.679097,1.39571
"2386","Muskox",1,1.071779402,0.727142,1.3924
"2387","Trout - Lake",10,10.20471404,7.06278,13.3703
"2388","Char - Land Locked",1,1.058815054,0.7158,1.47349
